cmt,tên,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,chất lượng,kết cấu,độ bền,màu sắc,Không dùng được đánh X
"Shop giao hàng nhanh, đóng gói đẹp. Giá cả phải chăng và đặc biệt là có thiệp lời chúc dễ thương.",Papulex Sữa Rửa Mặt Papulex Ngăn Ngừa & Giảm Mụn Trứng Cá Moussant Soap Free Cleansing Gel 150ml,1,1,1,1,0,0,0,0,0,
Dùng tốt,Papulex Sữa Rửa Mặt Papulex Ngăn Ngừa & Giảm Mụn Trứng Cá Moussant Soap Free Cleansing Gel 150ml,0,0,0,0,0,1,0,0,0,
Xài ổn cho da ít mụn. Da mụn nhiều thì trị mụn trước hẵng dùng,Papulex Sữa Rửa Mặt Papulex Ngăn Ngừa & Giảm Mụn Trứng Cá Moussant Soap Free Cleansing Gel 150ml,0,0,0,0,0,1,0,0,0,
"Hàng chính hãng, còn tem niêm phong, sản phẩm tốt, phù hợp cho da dầu, mụn.",Papulex Sữa Rửa Mặt Papulex Ngăn Ngừa & Giảm Mụn Trứng Cá Moussant Soap Free Cleansing Gel 150ml,0,0,0,1,0,1,0,0,0,
"Hộp nhìn đẹp, sang trọng. Da nhạy cảm cũng có thể sử dụng được. Mùi nhẹ đến hầu như không rõ lắm, nên không gây khó chịu. Dưỡng ẩm tốt, chỉ cần một lượng nhỏ là có thể dùng cho cả mặt và cổ. Hiệu quả giữ ẩm cũng khá lâu.",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,0,1,0,1,1,0,0,0,
"Giao hàng nhanh, đóng gói kĩ.
Sản phẩm dưỡng ẩm tốt , không gây kích ứng cho da nhạy cảm.",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,1,0,1,0,0,1,0,0,0,
"Ai da dầu và vào mùa hè thì oánh lớp mỏng mỏng thôi nha mọi người. Mình dùng tầm 1 tháng thì hết hũ 30ml như này, dùng cả sáng lẫn tối, đúng như chức năng dưỡng ẩm thoai nghen.",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,0,0,0,0,1,0,0,0,
rất ổn luôn nha giao hàng nhanh đóng gói kĩ chất lượng okeee,Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,1,0,1,0,0,1,0,0,0,
"Dùng tốt, giữ ẩm tốt",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,0,0,0,0,1,0,0,0,
"Thẩm thấu nhanh, mình da khô nên ko bị dầu. Mỗi tội sản phẩm ít với mùi hơi nồng, ko phải gu mình. Nếu NSX có thể cải thiện giá cả cạnh tranh hơn thì tốt.",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,1,0,0,1,0,1,0,0,
"Giá ổn. Dùng lành tính cho da thiên dầu. Mùi thơm dễ chịu. Sắp mua lọ thứ 4. 
Ảnh lấy Astra@@",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,1,0,0,1,1,0,0,0,
Quá ổn. Lành tính. Giá hạt dẻ. Đang dùng lọ thứ 2. Đã mua tặng bạn và được khen nhiều. Mùi thơm nhẹ hoa hồng.,Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,1,0,0,1,1,0,0,0,
"ít quá dùng chưa đc bao lâu, ảnh mang tính minh họa, nhưng dunf đc",Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,0,0,0,0,0,0,0,0,
Da mình nhạy cảm xài thấy ok.,Thạch Hoa Hồng Dưỡng Ẩm Cocoon 30ml,0,0,0,0,0,1,0,0,0,
"Giá rẻ giật mình so với offical, mới dùng 2 ngày thấy khá ổn ko gây ngứa hay kích ứng nên khả năng hàng xịn",Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,1,0,0,0,1,0,0,0,
"Cho mình hỏi đây có phải là hàng chính hãng không vậy? Đợt trước mình mua chai này trên tiki nhưng của la rosche possay official giao cho mình (chai bên phải). Đợt này mình mua của nhà phân phối khác (chai bên trái) thì chai lại không giống như cũ. Cụ thể là chiều cao chai thấp hơn, nội dung ghi chú bằng tiếng việt khác hẳn, vỏ chai màu đục hơn. Tiki cần xác nhận lại giúp mình!",Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,0,0,1,0,0,0,0,1,
"sản phẩm không giống hình ảnh đăng bài
sản phẩm là sản phẩm tặng không bán, tức là hàng khuyến mãi dùng thử. tại sao lại bán cho khách
nhờ admin xem xét lại vấn đề này",Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,0,0,1,0,0,0,0,0,
Đã nhận hàng. Cám ơn Tiki và iStore Vietnam!,Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,0,0,0,0,0,0,0,0,
mình mua combo được tặng sữa rửa mặt 50ml. da mình ít dầu nhưng nhiều mụn da man. dùng loại này thấy rất thích. mình dùng kết hợp vớ xịt khoáng LRP và kem bôi mụn Duo+ ccungx của LRP dùng 1 thời gian rồi thấy đỡ mụn và giảm thâm nữa. vì mình nhiều mụn quá nên kết quả hơi chậm mà mọi ng xưng quanh mình đều nhận xét là da mình đỡ hẳn rồi.,Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,0,0,0,0,1,0,0,0,
"sài của hãng luôn yên tâm. da không bị kích ứng giảm mụn, rửa xong da không bị khô như những loại khác.",Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,0,0,0,1,0,1,0,0,0,
"Chưa dùng thử, giao nhanh",Sữa Rửa Mặt Dạng Gel Dành Cho Da Dầu Nhạy Cảm Effaclar Gel Moussant Purifiant La Roche Posay 50ml,1,0,0,0,0,0,0,0,0,
Xai thì chưa biết sao chứ đắp cái mặt nạ vô thấy không ăn nhập gì với khuôn mặt là thấy ko thích rồi ! Đồng ý là mỗi khuôn mặt nó khác nhau nhưng mình xài qua rất nhiều loại mặt nạ rồi chưa thấy cái mặt nạ nào mà làm con mắt với chô cái miệng + mũi nó lại hở quá nhieu như vậy !,Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,0,0,0,0,0,0,0,0,
"Mình cho 3 sao dù chưa rõ chất lượng ntn vì:
1. Kiểu đóng gói giống khăn giấy ướt nên dễ bị khô
2. Mấy đường cắt chưa đứt hẳn, đặc biệt chỗ con mắt vẫn còn
3. Mùi cồn, đắp lên cảm giác hơi rát nhẹ",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,0,1,0,1,1,0,0,0,
"giao hàng siêu nhanh???
hàng giao đúng sản phẩm, giống hình?
mùi hương dịu nhẹ ko quá nồng??
chất lượng chưa xài nên ko bt",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),1,0,0,1,1,0,0,0,0,
"Cám ơn Tiki và shop rất nhiều

Sản phẩm ctẩy tế bào da chết, giúp da mềm mịn, đồng thời tăng cường độ ẩm, khóa ẩm cho da khô ráp. Tinh chất dịu mát, mang lại cảm giác dịu nhẹ, thoải mái",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,0,0,0,0,1,0,0,0,
"Mặt nạ cũng ổn, chỉ là chất sơ vải hơi cứng nên không ôm sát mặt được. Nhưng tiền nào của nấy thoi ak",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,1,0,0,0,1,0,0,0,
"Chất lượng sản phẩm tốt, giao hàng rất nhanh, nhất định sẽ quay trở lại mua lần nữa",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),1,0,0,0,0,1,0,0,0,
"Giao hàng nhanh, chất lượng tốt. Đóng gói hơi không thích tí",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),1,0,1,0,0,1,0,0,0,
Gói hàng giao hàng nhanh. Sản phẩm nhìn đẹp,Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),1,0,0,0,0,0,0,0,0,
"Đắp 2 lần/1 tuần đã lắm , để tủ lạnh đắp phê luôn",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,0,0,0,0,1,0,0,0,
"Mặt nạ dưỡng ẩm siêu tốt, đắp xong thấy da rất đủ nước hẳn. Hiệu quả làm đều màu da cũng thấy rõ luôn. 5*",Mặt nạ dưỡng ẩm Hada Labo Koi-Gokujyun Perfect Mask (20 miếng),0,0,0,0,0,1,0,0,0,
"Cháu mình dùng giảm sẹo dù chưa hết một tuýp to và cũng không phải thường xuyên mọi người ah. Cháu nhà mình trước kẹp xe đạp, sẹo lồi sau gót làm nó đi giày bị đau chân, giờ hỏi thì nó bảo ko bị đau nữa. 5 sao giao hàng nhanh và rất hiệu quả nha mọi người, chưa hết tuýp đã thấy hiệu quả rồi. Rất khuyến khích mọi người mua ah","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",1,0,0,0,0,1,0,0,0,
"Mình đặt Tikinow vì muốn được nhận hàng nhanh, chấp nhận mua giá cao hơn trên các sàn khác, nhưng mà Tiki lại giao sai hàng, giao cái tuýp trị mụn giá thấp hơn sản phẩm mình đặt
Mình mở tuýp thuốc ra để đọc hướng dẫn thì thấy là thuốc trị mụn gì đó, lỗi rõ ràng là từ phía Tiki giao sai hàng cho khách, nhưng giờ lại đổ lỗi do khách hàng đã bóc cái lớp màng bên ngoài sản phẩm nên không thu hồi lại, ai mà biết cái mẫu mã sản phẩm nó có thay đổi như nào để biết mình nhận sai sp. Còn phần tiền chênh lệch của sản phẩm đặt và sản phẩm nhận thì sao?
Dù rất thích dịch vụ giao hàng 2h nhưng làm ăn ẩu như này mình xin tạm biệt, quá thất vọng","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",1,1,0,1,0,0,0,0,0,
"Sử dụng thấy cũng khá là ok . Không phải lần đầu mua sản phẩm bên hiruscar , nhưng đây là lần thấy hài lòng nhất về công dụng của sản phẩm . Sẽ ráng duy trì để đạt kết quả tốt","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,0,0,1,0,0,0,
"mấy vết mới hình thành trong 3 tháng thì chuyển trắng rõ rệt, mấy vết lâu năm thì thoa lên không cảm thấy sơ cứng và đau như bình thường không dùng, hy vọng thời gian dùng sẽ chuyển trắng như các vết mới.","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,0,0,1,0,0,0,
À mới mua nên không biết như thế nào nhưng mà bữa có xài tuýp xanh thấy có hiệu quả lắm nhen. Với lại là thấy cũng giao hàng rất nhanh. Khá là ưng nên cũng rất hài lòng.,"Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",1,0,0,0,0,1,0,0,0,
Ok nhưng phải kiên trì bôi nha mọi người,"Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,0,0,1,0,0,0,
mua 1 tặng 1.. gel trong đẵc nhanh khô,"Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,1,0,0,1,0,0,
"Ko mờ nhiều, dùng hết cũng ko thấy hiệu quả lắm","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,0,0,1,0,0,0,
"Hàng chính hãng, bôi vào vết sẹo hơi ngứa ít một lát thì hết. Muốn biết có hiệu quả hay không chắc phải đợi thời gian coi sao!","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,0,0,1,0,0,0,0,0,
"sản phẩm mới mua về rẻ, sử dụng tốt hơn các loại hay dùng. để thời gian kiểm chứng chất lượng nha.","Gel Hỗ Trợ Trị Sẹo Mổ, To, Lồi Và Phì Đại Hiruscar Silicone Pro 10G",0,1,0,0,0,1,0,0,0,
K kích ứng. K bết dính. Thấm nhanh,"Serum Phục Hồi, Dưỡng Trắng Da Prettyskin Hydra B5 Max Serum 50ml",0,0,0,0,0,1,1,0,0,
Chưa sd chưa biết đánh giá sau,"Serum Phục Hồi, Dưỡng Trắng Da Prettyskin Hydra B5 Max Serum 50ml",0,0,0,0,0,0,0,0,0,
"rất ok, sẽ mua tiếp!","Serum Phục Hồi, Dưỡng Trắng Da Prettyskin Hydra B5 Max Serum 50ml",0,0,0,0,0,1,0,0,0,
"Giao hàng nhanh, mình đặt 1 tuyp mà tiki vẫn đóng gói tốt. Về sản phẩm thì cái mùi hơi khó chịu xíu, có tinh chất cây gì đó làm mát da, dịu nhẹ. Sản phẩm có công dụng làm sạch thôi nên ko đánh giá dc gì nhiều hơn.","Kem rửa mặt cho da mụn, nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",1,0,1,0,1,1,0,0,0,
"Làm sạch dịu nhẹ, mát cho làn da. Dùng xong ko bị khô hay kích ứng. Hada ko làm mình thất vọng💯","Kem rửa mặt cho da mụn, nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",0,0,0,0,0,1,0,0,0,
"Làm sạch sâu, không gấy kích ứng da","Kem rửa mặt cho da mụn, nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",0,0,0,0,0,1,0,0,0,
Dùng ok cho da nhạy cảm,"Kem rửa mặt cho da mụn, nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",0,0,0,0,0,1,0,0,0,
"Đây là tinh chất Vitamin C mình thích nhất từ trước giờ, mùi cam thật dễ chịu, khi apply tinh chất lên da cảm giác da căng tràn nhưng không hề bị rít. Mình hi vọng những sản phẩm chất lượng như thế này sẽ được nhiều người biết đến hơn.",Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,0,0,0,1,1,1,0,0,
"Giao quà không đủ còn thiếu 1 phần quà không vui , lúc mua xác nhận 2 phần quà giờ nhận được chỉ 1p thôi, mình thích nhất phần quà nó thì không không có",Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,0,0,1,0,0,0,0,0,
Sài kem radian c thấy ổn nay đổi qua tinh chất thử. Dùng thời gian mới đanh giá đc nhưng mua đợt sale 11/11 giá khs ổn mà còn tặng kèm 2 bộ mini,Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,1,0,1,0,0,0,0,0,
Mua hàng có ghi kèm quà tặng nhưng khi nhận hàng thì ko có quà tặng kèm theo,Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,0,0,1,0,0,0,0,0,
"Thơm, xịn, mịn, mướt và sáng da. Sẽ ủng hộ tiếp.",Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,0,0,0,1,1,1,0,0,
Dùng tốt nhưng đặt hàng ko đúng ngày sale nên buồn,Tinh Chất Dưỡng Sáng Da Laneige Radian-C Vitamin Spot Serum 10g,0,0,0,0,0,1,0,0,0,
"Cấp ẩm tốt, sử dụng đều đặn thấy da mềm mướt hẳn. Được tặng mặt nạ và sữa rứa mặt nhưng hạn sử dụng của sữa ngắn, còn có 9 tháng :)(",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,0,0,0,1,0,1,0,0,0,
"sản phẩm này đã qua sử dụng chưa TiKi ? không có tem niêm phong, hộp giao thì bóp méo. cả hộp sản phẩm cũng cũ và méo luôn",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,0,0,0,1,0,0,0,0,0,
"Mua vào đầu năm có đợt giảm giá, còn app thêm mã, quà tặng cũng nhiều 🤩 quá hời cho một lần mua. Hãng bình dân thì Senka là ổn rồi. Điểm trừ là tiki ship hàng hộ méo mó hết may là không ảnh hưởng đến sản phẩm.",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,1,1,0,1,0,1,0,0,0,
"Giao hàng nhanh, đóng gói cẩn thận chưa sử dụng nên chưa rõ. Bị cái mình đặt nhầm moist cream, lẽ ra là đặt moist gel cream. Nhưng đọc thấy công dụng cũng gần như vấn đề mình cần khắc phục nên xài thử xem sao. Được tặng 1 sữa rửa mặt",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,1,0,1,1,0,0,0,0,0,
giao hàng nhanh chóng. lần này mẫu mã không giống như lần trước mình mua. shop có nt tư vấn là do đổi mẫu mã mới. mình yên tâm dùng hơn. 🙂,Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,1,0,0,1,0,0,0,0,0,
"Mình dùng dưỡng ẩm này buổi tối, thấy tác dụng dưỡng ẩm cấp nước khá okie. Do là chất gel nên lúc vừa bôi lên sẽ cảm giác hơi lỏng nhưng thấm nhanh, sau khi thấm xong cũng không bị nhờn nhờn trên mặt. Với giá này thì mình nghĩ cũng ổn, ko đòi hỏi gì nhiều hơn.",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,0,1,0,0,0,1,1,0,0,
"_ Hàng giao nhanh, mình nhận trước 4 ngày liền
_ Mình có đặt nhiều sản phẩm bên senka nữa nhưng mà chưa dùng đến nên nhận xét lọ này trước nha. Mua kem dưỡng được tặng kèm cả sữa rửa mặt, tuyệt vời luôn. Chất kem mát, dạng gel, thấm nhanh mà không bị bít da. Bôi vào da mình mướt hẳn, kiềm dầu đỉnh luôn. Với hũ này chắc mình dùng tầm 1 tháng rưỡi đến 2 tháng, nhưng vì chất lượng nên cũng ổn thôi",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,1,0,0,0,0,1,1,1,0,
"- Về chất lượng sản phẩm tạm thời thấy cũng được. mình là nam nên không rành về mấy đồ này. Thấy thương hiệu nên mua về dùng chủ yếu giảm nẻ da về mua đông.
- Nhưng cho 2 sao bởi cách đóng gói sản phẩm. Là hàng chính bãng nhưng trên lọ không có bất kì một cái tem nào từ trong ra ngoài. Hộp kem cũng không có tem hay lớp giấy bạc bảo vệ để ngăn người khác mở hộp ra. Với cách đóng hộp này của sản phẩm thì bất kì ai cũng có thể mở hộp kem ra dùng hay lấy bớt sản phẩm, cho thêm cái gì vào ...vv mà không ai biết được. Mình không nghĩ một sản phẩm chính hãng mà không có cách thức ngăn ngừa việc người khác mở hộp trước khi bán ra. Ai dám chắc sản phẩm không bị mở ra. Nếu mua của shop khác chắc trả hàng nhưng shop chính hãng nên tạm đặt niềm tin dùng liều vậy thôi.",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,0,0,1,1,0,1,0,0,0,
"Đầu tiên thì mình cũng hài lòng bởi vì shop giao đủ hàng ( kể cả quà tặng nữa ) và thời gian giao hàng nhanh. Sau đó mình có check mã vạch thì đều ra. Khi 2 ngày đầu mình sử dụng thì không có cảm giác gì ( kiểu cấp ẩm không tốt lắm, rồi mình còn cảm thấy hình như đã bị sạm đi),, nhưng đến ngày thứ 3 thì da mình bị kích ứng bỏng rát cả mặt luôn í ( chỉ một lúc thôi, không nghiêm trọng). Điều này lm mình cực kỳ thất vọng luôn.....😥😥",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,1,0,0,1,0,1,0,0,0,
"Chưa dùng, nhưng hộp đựng sản phẩm không có Niêm phong, không biết có vấn đề gì không",Kem dưỡng cấp ẩm chuyên sâu Senka Deep Moist Cream 50g,0,0,0,1,0,1,0,0,0,
Mình xài mấy chai rồi. Rất tốt. Hết là lên tiki giao siêu tốt nhanh trong 1 nốt nhạc.,Nước tẩy trang giảm mụn Eucerin Pro Acne Micellar 200ml,1,0,0,0,0,1,0,0,0,
Rất hợp với da mụn và nhiều dầu nha nói chung rất thích,Nước tẩy trang giảm mụn Eucerin Pro Acne Micellar 200ml,0,0,0,0,0,1,0,0,0,
"tẩy trang sạch, mịn, đặc biệt thích hợp da dầu mụn như m",Nước tẩy trang giảm mụn Eucerin Pro Acne Micellar 200ml,0,0,0,0,0,1,0,0,0,
tuýp to lắm chất kem không quá đặc không quá lỏng giữ ẩm khá tốt mình khá tin tưởng picare vì mình mua nhiều lần đều chính hãng sẽ tiếp tục ủng hộ khi cần thiết 😄,Kem Dưỡng Ẩm Chuyên Sâu Cho Da Rất Khô Và Viêm Da Cơ Địa Bioderma Atoderm Intensive Baume,0,0,0,1,0,1,1,0,0,
